page,0,,2,Energy (Energy),Water,Protein,Fat,"Carbohydrate, Carbohydrate available,Carbohydrate by difference",Dietary Fibre,Ash,Calcium,Phosphorus,Magnesium,Sodium,Potassium,Iron,Copper,Zinc,Iodine,Betacarotene,Retinol,Total Vitamin A (RAE),Thiamin,Riboflavin,Niacin,Vitamin C,Vitamin E,Sugar,,29,30,31,32
food_page_35,04252,เอื้องน้ำ,Ueang-nam,23,91.9,0.80,0.10,2.70,3.8,0.70,100,-,-,-,-,-,-,-,10,581,-,48,tr,1.49,0.70,21,2.00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_37,05001,"กล้วยไข่, สุก","Banana, Khai variety, ripe",108,71.4,1.24,0.20,24.26,1.9,0.99,1,16,16,2,269,tr,tr,tr,1,271,-,23,-,0.13,0.81,10,0.47,21.84,,,,,
food_page_37,05002,"กล้วยไข่โนนสูง, สุก","Banana, Khai nonsung variety, ripe",74,77.3,0.70,0.20,13.70,7.2,0.87,-,16,-,2,319,tr,tr,-,tr,397,-,33,-,-,0.89,9,0.18,15.03,,,,,
food_page_37,05003,"กล้วยไข่พม่า, สุก","Banana, Khai phama variety, ripe",65,78.9,0.97,0.21,10.79,8.0,1.18,3,15,17,-,375,-,tr,tr,1,528,-,44,-,-,0.73,7,0.32,15.67,,,,,
food_page_37,05004,"กล้วยงาช้าง, สุก","Banana, Nhachang variety, ripe",128,65.3,0.99,0.13,29.27,2.8,1.44,5,34,30,1,363,0.30,tr,0.21,1,520,-,43,0.04,11.14,11.74,21,0.52,22.88,,,,,
food_page_37,05005,"กล้วยตะกุ่ย, สุก","Banana, Takuy variety, ripe",83,75.2,1.36,0.33,15.18,7.0,0.92,6,38,35,3,342,0.41,tr,0.29,2,132,-,11,0.02,2.91,3.14,13,0.61,19.08,,,,,
food_page_37,05006,"กล้วยตีบมุกดาหาร, สุก","Banana, Tib-mukdahan variety, ripe",(117),69.9,1.22,0.11,(27.90),-,0.88,4,29,32,-,334,0.13,tr,-,1,37,-,3,0.02,0.17,0.67,11,0.14,22.49,,,,,
food_page_37,05007,"กล้วยทิพรส, สุก","Banana, Thipparot variety, ripe",97,70.9,1.12,0.09,18.95,8.0,0.94,5,28,36,1,314,tr,tr,tr,1,15,-,1,-,0.46,0.46,16,0.34,19.98,,,,,
food_page_37,05008,"กล้วยเทพรส, สุก","Banana, Thepparot variety, ripe",115,64.8,1.19,0.12,21.53,11.4,0.97,8,36,35,2,368,0.54,tr,0.28,2,109,-,9,0.02,0.24,0.78,23,0.39,25.31,,,,,
food_page_37,05009,"กล้วยนมสาว, สุก","Banana, Nom-sao variety, ripe",74,77.4,0.90,0.18,13.65,6.9,1.03,5,26,22,-,387,tr,tr,-,2,146,-,12,-,-,0.53,4,0.39,16.19,,,,,
food_page_37,05010,"กล้วยนาก, สุก","Banana, Nak variety, ripe",69,76.7,0.90,0.16,11.87,8.2,2.19,3,24,-,2,274,-,tr,-,-,142,-,12,-,-,0.66,5,0.12,17.00,,,,,
food_page_37,05011,"กล้วยนางพญา, สุก","Banana, Nang-paya variety, ripe",128,63.5,1.38,0.19,26.52,7.5,0.93,6,38,43,1,397,0.44,tr,0.24,3,393,-,33,0.03,0.12,0.79,13,0.44,26.79,,,,,
food_page_37,05012,"กล้วยน้ำ, สุก","Banana, Nam variety, ripe",110,68.2,1.04,0.10,22.59,7.2,0.91,7,29,29,1,318,0.35,tr,0.15,1,229,-,19,0.01,0.21,0.63,14,0.54,20.70,,,,,
food_page_37,05013,"กล้วยน้ำเชียงราย, สุก","Banana, Nam-chiangrai variety, ripe",111,67.6,1.03,0.19,22.35,8.0,0.89,4,37,41,-,351,0.23,tr,0.21,1,17,-,1,0.01,0.13,0.78,10,0.12,11.98,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_38,05014,"กล้วยน้ำไทย, สุก","Banana, Nam-tai variety, ripe",(124),68.6,1.50,0.20,(29.00),(0.3),0.70,1,8,-,-,-,0.70,-,-,-,-,-,-,0.04,0.19,0.80,48,-,-,,,,,
food_page_38,05015,"กล้วยน้ำว้า, สุก","Banana, Nam-wa variety, ripe",143,62.6,1.10,0.20,33.10,2.3,0.70,7,43,-,-,-,0.80,-,-,12,54,-,5,0.04,0.02,1.40,11,-,-,,,,,
food_page_38,05016,"กล้วยน้ำว้าเงิน, สุก","Banana, Namwa-ngaen variety, ripe",(117),70.2,0.85,0.18,(28.00),-,0.78,3,32,27,3,294,tr,tr,tr,1,88,-,7,0.10,0.13,0.68,18,0.11,22.33,,,,,
food_page_38,05017,"กล้วยน้ำว้าไส้แดง, สุก","Banana, Namwa-dang variety, ripe",110,69.8,1.06,0.18,24.00,4.2,0.76,6,29,30,1,347,tr,tr,tr,1,18,-,2,-,0.15,0.79,19,0.14,21.19,,,,,
food_page_38,05018,"กล้วยปีซังซูซู, สุก","Banana, Pisangsusu variety, ripe",80,75.1,0.90,0.14,14.76,8.1,1.03,2,41,31,4,421,0.00,tr,tr,2,8,-,1,0.00,0.19,0.75,10,0.00,-,,,,,
food_page_38,05019,"กล้วยพม่าแหกคุก, สุก","Banana, Phama-heak-kuk variety, ripe",102,71.3,0.70,0.18,21.76,5.1,0.96,7,39,37,-,345,0.22,tr,tr,-,21,-,2,-,-,0.56,8,0.23,17.63,,,,,
food_page_38,05020,"กล้วยเล็บมือนาง, สุก","Banana, Leb-muenang variety, ripe",124,66.0,1.39,0.32,26.59,4.8,0.91,-,-,-,-,-,-,-,-,2,0,-,0,0.02,0.09,0.86,18,0.11,-,,,,,
food_page_38,05021,"กล้วยหอม, สุก","Banana, Hom variety, ripe",128,66.3,0.90,0.20,29.80,1.9,0.90,26,46,-,-,-,0.80,-,-,16,99,-,8,0.04,0.07,0.10,27,-,-,,,,,
food_page_38,05022,"กล้วยหอมจำปา, สุก","Banana, Hom-jumpa variety, ripe",109,71.9,1.11,0.10,25.79,0.0,1.06,10,27,28,1,352,0.31,tr,0.38,2,85,-,7,0.01,0.14,0.69,10,0.43,18.47,,,,,
food_page_38,05023,"กล้วยหอมทิพย์, สุก","Banana, Hom-thip variety, ripe",82,74.5,0.97,0.10,15.10,8.2,1.05,6,36,33,2,374,0.38,tr,0.23,0,44,-,4,0.01,0.17,0.85,9,0.19,18.28,,,,,
food_page_38,05024,"กล้วยหอมผลสั้น, สุก","Banana, Hom, short-body variety, ripe",73,77.3,0.95,0.20,13.07,7.5,1.05,6,29,27,-,338,0.16,tr,tr,1,63,-,5,-,-,0.99,6,0.28,17.30,,,,,
food_page_38,05025,"กล้วยหักมุก, สุก","Banana, Hak-mook variety, ripe",(113),71.2,1.20,0.20,(26.70),(0.4),0.70,7,48,-,-,-,0.80,-,-,1,77,-,6,0.08,0.11,0.08,13,0.18,-,,,,,
food_page_38,05026,"กล้วยหักมุกนวล, สุก","Banana, Hak-mook-nuon variety, ripe",109,69.5,0.78,0.25,23.38,5.1,0.99,5,51,34,-,359,0.31,tr,tr,2,270,-,23,-,-,0.78,10,0.17,18.43,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_39,05027,"กล้วยหิน, สุก","Banana, Hin variety, ripe",128,62.5,1.29,0.13,25.98,9.1,1.09,7,42,45,-,375,tr,tr,-,2,12,-,1,-,-,0.55,20,0.22,20.55,,,,,
food_page_39,05028,"แก้วมังกร, เนื้อชมพู","Dragon fruit, red flesh",59,84.1,1.28,1.02,9.54,3.4,0.62,5,38,28,3,287,0.35,tr,0.70,3,0,-,0,0.02,0.04,0.33,4,0.59,8.11,,,,,
food_page_39,05029,"แก้วมังกร, เนื้อขาว","Dragon fruit, white flesh",59,85.4,1.27,0.68,11.87,0.0,0.80,-,-,-,-,-,-,-,-,tr,0,-,0,0.06,0.03,0.18,4,0.35,10.00,,,,,
food_page_39,05030,"ขนุน, ละมุด","Jackfruit, La-mud variety",(117),70.3,1.30,0.40,(27.10),(1.0),0.90,20,22,-,-,-,1.00,-,-,-,-,-,-,0.10,0.01,0.40,88,-,-,,,,,
food_page_39,05031,"ขนุน, จำปา","Jackfruit, Jum-pa variety",118,63.2,2.24,0.39,25.25,2.2,6.70,7,16,17,4,355,0.12,tr,0.08,2,40,-,3,0.13,0.13,0.73,14,0.43,28.20,,,,,
food_page_39,05032,"ขนุน, หนัง","Jackfruit, Nang variety",76,73.6,1.80,0.27,15.57,2.2,6.57,6,23,17,1,327,0.21,tr,0.08,2,78,-,7,0.08,0.10,0.83,15,2.38,21.45,,,,,
food_page_39,05033,"แคนตาลูป, เนื้อเขียว","Cantaloupe, green flesh",29,92.0,0.50,0.00,6.50,0.6,0.40,1,6,8,4,162,0.80,-,-,1,28,-,2,0.02,0.01,-,13,0.07,6.00,,,,,
food_page_39,05034,"แคนตาลูป, เนื้อเหลือง","Cantaloupe, yellow flesh",27,92.3,0.50,0.09,5.37,1.3,0.38,5,13,9,6,159,0.10,tr,0.23,2,217,-,18,0.01,0.02,0.35,13,0.00,9.90,,,,,
food_page_39,05035,เงาะ,Rambutan,(67),82.9,0.90,0.10,(15.60),(1.1),0.50,3,6,-,-,-,1.80,-,-,-,-,-,tr,0.04,0.05,0.60,31,-,-,,,,,
food_page_39,05036,"เงาะ, โรงเรียน","Rambutan, Rong-rean variety",73,81.0,1.00,0.30,15.80,1.6,0.30,29,20,-,-,161,0.30,-,-,-,0,-,0,tr,0.13,1.30,76,-,18.00,,,,,
food_page_39,05037,"เงาะ, สีชมพู","Rambutan, Pink variety",78,80.4,1.10,0.40,17.20,0.6,0.30,37,18,-,-,-,0.30,-,-,-,-,-,-,0.01,0.15,1.10,3,-,-,,,,,
food_page_39,05038,"ชมพู่, แก้มแหม่ม",Java apple/Wax jambu,(16),95.7,0.30,0.00,(3.80),(0.4),0.20,7,4,-,-,-,0.30,-,-,-,132,-,11,0.14,0.02,0.80,35,-,-,,,,,
food_page_39,05039,"ชมพู่, แขกดำ","Rose apple, Khak-dum variety",(27),93.1,0.60,0.00,(6.20),(0.4),0.10,5,18,-,-,-,0.20,-,-,-,102,-,9,0.76,0.03,0.30,24,-,-,,,,,
food_page_39,05040,"ชมพู่, ทับทิมจันทร์","Rose apple, Tub-tim-jun variety",40,89.4,0.50,0.09,8.99,0.8,0.19,tr,12,7,8,112,0.18,tr,tr,1,11,-,1,0.03,0.02,0.20,11,0.12,8.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_4,01040,"ข้าวเหนียวกล้อง, ดิบ","Rice, brown, glutinous, raw",356,12.5,7.86,3.57,71.67,3.0,1.41,18,272,-,-,-,1.60,-,-,12,0,0,0,0.55,0.06,2.4,tr,tr,-,,,,,
food_page_4,01041,"ข้าวโอ๊ต, ดิบ","Oats, raw",371,9.5,10.94,7.88,57.83,12.3,1.57,43,282,-,26,-,6.50,-,-,19,0,0,0,0.59,0.10,4.10,tr,tr,1.15,,,,,
food_page_4,01042,น้ำข้าวกล้องงอก,"Brown rice, germinated, beverage",(14),96.8,0.36,0.21,(2.59),-,0.05,2,7,3,2,13,-,-,0.04,-,-,-,-,0.00,0.00,0.75,-,-,-,,,,,
food_page_4,01043,น้ำนมข้าวโพด,Corn milk,40,89.5,0.64,0.45,7.85,1.0,0.54,5,-,10,102,113,0.10,tr,0.20,4,14,-,1,0.03,0.05,0.58,-,-,-,,,,,
food_page_4,01044,น้ำนมข้าว,Young rice milk,22,94.3,0.41,0.08,4.99,0.2,0.12,3,-,4,14,12,0.11,tr,0.10,10,0,-,0,0.02,0.01,0.12,0,0.00,-,,,,,
food_page_4,01045,"น้ำนมข้าวยาคู, ผง","Young rice milk, powder",(379),3.2,4.50,2.42,(84.70),-,5.17,27,-,1817,175,249,7.00,0.17,1.12,83,7,-,1,0.17,0.13,3.44,1,0.00,-,,,,,
food_page_4,01046,"บะหมี่, สด","Noodles, wheat, fresh",(310),27.3,15.40,4.40,(52.30),(0.2),0.60,78,138,-,-,-,3.00,-,-,-,-,-,0,0.01,0.04,0.40,-,-,-,,,,,
food_page_4,01047,บะหมี่กึ่งสำเร็จรูปพร้อมเครื่องปรุงรสหมู,"Noodles, wheat, instant, with seasoning, pork flavour",(454),4.1,11.80,18.40,(60.30),(0.2),5.40,-,126,-,-,-,2.40,-,-,-,2,0,0,0.03,0.05,1.50,-,-,-,,,,,
food_page_4,01048,แป้งข้าวเจ้า,Rice flour,(375),9.1,8.25,3.30,(78.07),-,1.32,12,-,-,264,224,1.07,-,-,-,-,-,-,0.26,0.07,8.10,-,-,-,,,,,
food_page_4,01049,"ลูกเดือย, ดิบ","Job's tears, seeds, raw",365,10.1,13.6,3.7,67.60,3.4,1.60,19,364,-,-,-,8.00,-,-,16,0,-,0,0.38,0.10,3.10,0,-,1.36,,,,,
food_page_4,01050,"เส้นหมี่, แห้ง","Noodles, rice, vermicelli, dried",352,12.5,5.33,0.71,80.77,0.4,0.34,21,47,-,156,-,3.70,-,-,-,0,-,0,0.00,0.00,0.90,-,-,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_40,05041,"ชมพู่, ทูลเกล้า","Rose apple, Toon-klow variety",37,90.0,0.52,0.08,8.11,1.0,0.31,tr,12,6,6,106,0.30,tr,tr,1,12,-,1,0.02,0.02,0.24,8,0.20,8.00,,,,,
food_page_40,05042,"ชมพู่, นาค","Rose apple, Nak variety",(21),94.7,0.30,0.00,(4.90),(0.3),0.10,2,10,-,-,-,0.80,-,-,-,150,-,13,0.01,0.02,0.10,25,-,-,,,,,
food_page_40,05043,"ชมพู่, มะเหมี่ยว",Malay apple (Mameaw),(24),93.8,0.50,0.10,(5.30),3.1,0.30,1,8,-,-,-,0.7,-,-,-,126,-,11,0.34,-,0.60,18,-,-,,,,,
food_page_40,05044,"ชมพู่, เมืองเพชร","Rose apple, Phet variety",26,92.8,0.50,0.00,5.50,1.1,0.10,2,18,-,-,-,0.30,-,-,-,53,-,4,0.02,0.18,0.60,32,-,-,,,,,
food_page_40,05045,"ชมพู่, สาแหรก",Malay apple,(32),91.7,0.30,0.10,(7.50),(1.0),0.40,2,8,-,-,-,0.60,-,-,-,66,-,6,0.01,0.04,0.30,20,-,-,,,,,
food_page_40,05046,"ชมพู่, สีชาด",Rose apple,(21),94.6,0.40,0.00,(4.80),(0.4),0.20,2,14,-,-,-,0.40,-,-,-,318,-,27,0.09,0.05,0.20,36,-,-,,,,,
food_page_40,05047,ชำมะเลียง,Luna nut,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,-,0,-,-,-,43,0.30,-,,,,,
food_page_40,05048,เชอร์รี่นอก,Cherry,49,63.1,1.05,0.60,31.93,2.3,1.04,21,47,22,4,486,0.44,-,0.12,1,-,-,-,0.02,0.02,-,20,-,10.70,,,,,
food_page_40,05049,ตะขบ,Ramontchi /Governor's plum/Batoko plum,79,76.4,2.28,0.28,13.67,6,1.04,108,52,9,13,773,1.20,-,0.50,2,18,-,1,0.03,0.06,1.04,156,1.90,11.00,,,,,
food_page_40,05050,"แตงไทย,สุก",Musk melon (Tang-tai),(13),96.5,0.20,0.00,(3.10),(0.3),0.20,1,17,-,-,-,0.30,-,-,-,36,-,3,0.07,0.03,0.30,56,-,-,,,,,
food_page_40,05051,"แตงโม, กินรี",Watermelon Kinnaree variety,33,91.5,0.69,0.10,7.10,0.4,0.21,3,10,9,2,122,0.22,-,0.08,1,483,-,40,0.22,0.03,-,8,-,11.20,,,,,
food_page_40,05052,"แตงโม, ตอปิโด",Watermelon Torpedo variety,33,91.6,0.87,0.09,6.99,0.1,0.33,3,14,11,1.4,106,0.22,-,0.04,1,-,-,-,0.01,0.02,-,5,-,6.10,,,,,
food_page_40,05053,"แตงโม, เหลืองไม่แตก",Watermelon,38,90.3,0.65,0.09,8.77,0.0,0.21,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,5,-,-,,,,,
food_page_40,05054,แตงโมเหลือง,"Watermelon, yellow flesh",28,92.2,0.49,0.06,5.68,1.4,0.23,6,13,11,3,103,0.12,tr,0.12,2,21,-,2,0.01,0.03,0.20,4,0.10,5.96,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_41,05055,"ทุเรียน, กระดุม","Durian, Kra-dum variety",(134),70.9,3.30,4.30,(20.50),(1.2),1.00,49,27,-,-,-,2.00,-,-,-,366,-,31,-,0.11,1.00,-,-,-,,,,,
food_page_41,05056,ทุเรียนกวน,Durian paste,(340),22.8,3.20,7.50,(64.90),(2.9),1.60,116,44,-,-,-,0.30,-,-,-,281,-,23,0.21,0.72,3.40,-,-,-,,,,,
food_page_41,05057,"ทุเรียนกวน, ก้านยาว",Durian paste,(349),20.3,4.00,7.20,(67.10),(2.0),1.40,93,47,-,-,-,0.30,-,-,-,280,-,23,0.21,0.66,3.50,-,-,-,,,,,
food_page_41,05058,"ทุเรียนกวน, ก้านยาว+ชะนี",Durian paste,(352),20.3,4.10,8.00,(66.00),(2.6),1.60,144,44,-,-,-,0.50,-,-,-,265,-,22,0.25,0.70,2.70,-,-,-,,,,,
food_page_41,05059,"ทุเรียนกวน, ก้านยาว+หมอนทอง",Durian paste,(344),20.9,3.70,6.60,(67.50),(2.3),1.30,136,44,-,-,-,0.80,-,-,-,262,-,22,0.18,0.71,3.00,-,-,-,,,,,
food_page_41,05060,"ทุเรียน, ก้านยาว","Durian, Kan-yow variety",(187),57.3,2.50,4.10,(35.10),(1.7),1.00,18,36,-,-,-,0.80,-,-,-,134,-,11,0.22,0.18,2.80,34,-,-,,,,,
food_page_41,05061,"ทุเรียน, ชะนี","Durian, Cha-nee variety",(148),67.3,2.50,4.40,(24.70),(2.4),1.10,8,35,-,-,-,1.10,-,-,-,244,-,20,0.15,0.18,3.10,28,-,-,,,,,
food_page_41,05062,ทุเรียนเทศ/ทุเรียนน้ำ,Soursop,(69),82.5,1.10,0.35,(15.45),-,0.60,14,23,-,-,289,0.60,-,-,-,-,-,-,0.08,0.07,0.93,25,-,13.38,,,,,
food_page_41,05063,"ทุเรียน, หมอนทอง","Durian, Mon-thong variety",(163),62.5,2.10,3.30,(31.20),(1.4),0.90,29,34,-,-,473,1.10,-,-,-,46,-,4,0.16,0.23,2.50,38,-,21.00,,,,,
food_page_41,05064,"ทุเรียน, อีลอง","Durian, Loung variety",160,64.6,2.70,4.60,(27.00),(0.7),1.10,41,48,-,-,-,1.40,-,-,-,-,-,-,-,0.12,2.10,-,-,-,,,,,
food_page_41,05065,น้อยหน่า,Custard apple,92,75.2,1.40,0.20,19.90,2.7,0.60,7,27,-,-,-,0.40,-,-,-,0,-,0,0.09,0.09,1.00,27,-,-,,,,,
food_page_41,05066,"ฝรั่ง, กลมสาลี","Guava, Klom-sali variety",37,89.0,0.60,0.10,6.90,2.9,0.50,2,12,-,-,184,0.40,-,-,-,21,-,2,0.05,0.11,1.30,187,-,6.00,,,,,
food_page_41,05067,"ฝรั่ง, กิมจู","Guava, Kim-ju variety",35,89.5,0.76,0.21,6.01,3.1,0.36,3,14,7,2,174,0.20,-,0.10,-,5,-,0,0.02,0.03,-,115,-,6.50,,,,,
food_page_41,05068,"ฝรั่ง, ซันจู","Guava, Sun-ju variety",37,88.6,0.65,0.12,6.80,3.1,0.64,-,-,-,-,-,-,-,-,-,5,-,0,-,-,-,116,0.13,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_42,05069,"ฝรั่ง, แป้นสีทอง","Guava, Pan-si-thong variety",37,89.0,0.50,0.20,6.60,3.3,0.40,3,14,6.7,3.7,194.7,0.40,-,0.08,0,8,-,1,0.02,0.03,-,74,0.21,6.00,,,,,
food_page_42,05070,"ฝรั่ง, ไร้เมล็ด",Guava no seed variety,41,88.2,0.56,0.13,7.95,2.9,0.26,-,-,-,-,-,-,-,-,1,0,-,0,0.02,0.05,0.52,151,0.21,-,,,,,
food_page_42,05071,พลับ,Persimmon,60,84.0,0.50,0.16,13.10,1.9,0.27,-,-,-,-,-,-,-,-,1,93,-,8,0.02,0.06,0.25,73,0.06,-,,,,,
food_page_42,05072,"พุทรา, ลูกยาว","Jujube, oval shape",(120),71.6,0.70,1.70,(25.50),(1.8),0.50,30,30,-,-,-,0.90,-,-,-,30,-,3,0.04,0.18,1.00,23,-,-,,,,,
food_page_42,05073,พุทราไทย,"Jujube, Thai variety",(89),77.7,1.70,0.80,(18.70),(1.0),1.10,11,8,-,-,-,0.40,-,-,-,19,-,2,0.01,0.63,1.30,44,-,-,,,,,
food_page_42,05074,"พุทรา, แอปเปิ้ล","Jujube, apple variety",43,88.2,0.81,0.13,8.78,1.8,0.38,14,6,-,-,-,0.40,-,-,1,24,-,2,0.01,0.05,0.44,47,0.12,-,,,,,
food_page_42,05075,"แพชชั่นฟรุท, กาบ","Passion fruit, yam",321,22.5,0.70,3.20,71.80,0.9,0.90,17,19,-,-,-,1.20,-,-,-,86,-,7,-,0.13,1.30,-,-,-,,,,,
food_page_42,05076,"แพชชั่นฟรุท, น้ำคั้น","Passion fruit, juice",60,85.3,0.90,0.80,12.30,tr,0.70,20,11,-,-,-,tr,-,-,-,245,-,20,tr,0.07,0.80,30,-,-,,,,,
food_page_42,05077,"แพชชั่นฟรุท, เนื้อภายนอก","Passion fruit, outer layer",42,86.3,1.30,0.30,6.60,3.8,1.70,45,34,-,-,-,tr,-,-,-,17,-,1,0.01,0.10,2.30,3,-,-,,,,,
food_page_42,05078,"แพชชั่นฟรุท, เมล็ด","Passion fruit, seeds",248,44.7,7.50,15.20,8.60,23.2,0.80,19,96,-,-,-,2.50,-,-,-,29,-,2,0.01,0.04,0.90,3,-,-,,,,,
food_page_42,05079,มะกอกฝรั่ง,Hog plum,(52),86.3,0.80,0.00,(12.30),(1.2),0.60,20,2,-,-,-,1.20,-,-,-,828,-,69,0.06,0.02,0.40,70,-,-,,,,,
food_page_42,05080,มะขามเทศ,Madas tamarind,80,78.9,3.50,1.00,12.60,3.4,0.60,53,52,-,-,-,tr,-,-,1,0,-,0,0.14,0.75,1.50,97,2.29,-,,,,,
food_page_42,05081,มะขามป้อม,Indian gooseberry,58,84.9,0.29,0.22,13.40,0.8,0.44,28,14,9,1,202,0.50,0.06,0.12,4,-,-,-,0.02,0.10,3.05,431,0.03,-,,,,,
food_page_42,05082,มะขามหวาน,"Tamarind, sweet variety",(333),12.4,2.90,0.00,(80.30),(4.7),4.40,141,165,-,-,-,0.90,-,-,-,156,-,13,0.46,0.01,1.30,75,-,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_43,05083,"มะปราง, สุก","Gandaria, ripe",50,86.6,0.40,0.00,11.30,1.5,0.20,9,4,-,-,-,0.30,-,-,-,230,-,19,0.11,0.05,0.50,100,-,-,,,,,
food_page_43,05084,มะเฟือง,"Carambola, star fruit",35,89.0,0.70,0.10,6.26,3.0,0.94,1,20,5,20,121,0.12,tr,tr,1,27,-,2,0.01,0.06,0.48,23,0.34,9.66,,,,,
food_page_43,05085,มะไฟ,Rambai,(48),88.2,0.70,0.30,(10.50),(0.9),0.30,2,20,-,-,-,-,-,-,-,12,-,1,0.03,0.09,0.80,55,-,-,,,,,
food_page_43,05086,"มะม่วง, แก้ว, ดิบ","Mango, Kaew variety, unripe",71,81.0,0.50,0.20,15.70,2.4,0.20,14,2,-,-,-,tr,-,-,-,219,-,18,0.05,0.02,0.20,35,-,-,,,,,
food_page_43,05087,"มะม่วง, แก้ว, สุก","Mango, Kaew variety, ripe",90,76.7,0.60,0.10,20.80,1.6,0.20,34,10,-,-,-,tr,-,-,-,1768,-,147,0.05,0.06,1.10,28,-,-,,,,,
food_page_43,05088,"มะม่วง, เขียวสะอาด, ดิบ","Mango, Kiew-sa-ard variety, unripe",(61),84.3,0.70,0.10,(14.40),(0.4),0.50,4,16,-,-,-,0.10,-,-,-,606,-,51,0.16,0.07,0.20,75,-,-,,,,,
food_page_43,05089,"มะม่วง, เขียวเสวย, ดิบ","Mango, Kiew-sa-weya variety, unripe",83,78.5,0.70,0.40,18.10,2.0,0.30,2,28,10,2,197,0.18,-,0.10,3.0,56,-,5,0.02,0.03,-,26,1.52,7.00,,,,,
food_page_43,05090,"มะม่วง, เขียวเสวย, สุก","Mango, Kiew-sa-weya variety, ripe",(82),80.2,0.50,0.80,(18.20),-,0.30,-,-,-,-,-,-,-,-,-,160,-,13,0.03,0.05,-,25,1.23,-,,,,,
food_page_43,05091,"มะม่วง, คาราบาว, สุก","Mango, Karabow variety, ripe",61,84.6,0.50,0.60,13.00,1.0,0.30,-,-,-,-,-,-,-,-,-,1350,-,113,0.08,0.05,1.50,62,-,-,,,,,
food_page_43,05092,"มะม่วง, ทองดำ, ดิบ","Mango, Thong-dum variety, unripe",(105),74.0,0.80,0.40,(24.60),(0.7),0.20,30,2,-,-,-,0.30,-,-,-,252,-,21,0.01,0.12,0.30,25,-,-,,,,,
food_page_43,05093,"มะม่วง, น้ำดอกไม้, สุก","Mango, Num-dok-mai variety, ripe",77,80.3,0.60,0.23,17.73,0.8,0.39,4,16,8,2,197,tr,0.15,tr,2,878,-,73,0.07,0.06,1.81,15,1.10,15.00,,,,,
food_page_43,05094,"มะม่วง, พราหม์, สุก","Mango, Prarm variety, ripe",(49),87.5,0.60,0.10,(11.40),(0.4),0.40,1,15,-,-,-,0.40,-,-,-,2676,-,223,0.04,0.05,0.80,-,-,-,,,,,
food_page_43,05095,"มะม่วง, พิมเสน, สุก","Mango, Pimsen variety, ripe",(64),83.9,1.00,0.20,(14.60),(0.5),0.30,25,12,-,-,-,tr,-,-,-,3210,-,268,0.09,0.05,0.80,13,-,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_44,05096,"มะม่วง, พิมเสนมัน, ดิบ","Mango, Pimsen-mun variety, unripe",88,77.5,1.00,0.50,18.90,1.8,0.30,25,14,-,-,-,tr,-,-,-,148,-,12,0.04,0.03,0.60,31,-,-,,,,,
food_page_44,05097,"มะม่วง, ยายกล่ำ, สุก","Mango, Yai-glam variety, ripe",68,79.5,0.65,0.42,11.80,7.3,0.29,2,23,7,2,126,0.14,tr,0.10,tr,238,-,20,0.02,0.06,1.22,8,0.97,13.94,,,,,
food_page_44,05098,"มะม่วง, แรก, ดิบ","Mango, Rad variety, unripe",48,87.1,0.40,0.10,10.40,1.8,0.20,1,1,-,-,-,0.10,-,-,-,46,-,4,0.12,0.02,0.20,27,-,-,,,,,
food_page_44,05099,"มะม่วงลิ้นงูเห่า/มันขุนศรีบ้านแพ้ว, สุก","Mango, Mun-khun-si variety, ripe",76,80.3,0.81,0.21,16.97,1.3,0.34,-,-,-,-,-,-,-,-,1,372,-,31,0.04,0.06,-,11,0.92,-,,,,,
food_page_44,05100,"มะม่วง, หนังกลางวัน, สุก","Mango, Nung-klang-wan variety, ripe",(83),79.3,0.50,0.20,(19.70),(0.5),0.30,25,15,-,-,-,-,-,-,-,23,-,2,0.11,0.07,0.80,30,1.26,-,,,,,
food_page_44,05101,"มะม่วง, แห้วมัน, ดิบ","Mango, Haew variety, unripe",(73),81.7,0.70,0.10,(17.30),(0.4),0.20,3,17,-,-,-,0.10,-,-,-,426,-,36,0.12,0.06,0.30,70,-,-,,,,,
food_page_44,05102,"มะม่วง, อกร่อง, สุก","Mango, Ok-rong, variety, ripe",76,80.1,0.90,0.20,17.20,1.1,0.50,29,19,-,-,-,0.20,-,-,-,59,-,5,0.04,0.06,1.10,13,-,-,,,,,
food_page_44,05103,มะม่วงหาวมะนาวโห่,Karanda/Carunda,(57),87.9,1.10,2.35,(7.80),-,0.90,37,18,17,2,411,0.35,0.10,0.43,-,71,-,6,0.00,0.06,0.28,5,-,-,,,,,
